run_id	commit	node_fp	model	shape	backend	config_hash	script	load_s	max_s	seed	tps_c1	tps_c4	tps_c8	tps_c16	tps_c32	peak_gb	req_counts	validity	knobs	status	notes	data
20260809-175455-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	254e5521	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	19.93	na	na	63.37	na	57.1	c1:13/0/0;c16:42/15/0	ok	levels=1|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=q4km quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q4_K_M np=16 temp=0 exp=20260809-174729 n2	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-175455-chat
20260809-180126-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	254e5521	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	20.1	na	na	62.7	na	56.2	c1:13/0/0;c16:41/15/0	ok	levels=1|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=q4km quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q4_K_M np=16 temp=0 exp=20260809-174729 n3	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-180126-chat
20260809-180911-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	b94152d7	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	16.89	na	na	59.86	na	58.9	c1:11/0/0;c16:36/15/0	ok	levels=1|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=q6k quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q6_K np=16 temp=0 exp=20260809-180748 n1	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-180911-chat
20260809-181539-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	b94152d7	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	16.88	na	na	58.63	na	59.4	c1:11/0/0;c16:35/15/0	ok	levels=1|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=q6k quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q6_K np=16 temp=0 exp=20260809-180748 n2	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-181539-chat
20260809-182207-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	b94152d7	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	17.08	na	na	54.07	na	59.3	c1:10/0/0;c16:33/15/0	ok	levels=1|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=q6k quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q6_K np=16 temp=0 exp=20260809-180748 n3	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-182207-chat
20260809-184854-chat	a52c39f	gb10-1988a9714b4e	DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF	chat(512/256)	llamacpp@0865990	8b07e87b	launchers/LCPP-DavidAU_Qwen3.6-27B-FF711_NEO-MAX-MTP.smoke-runbook.sh	na	180	42	18.88	28.02	36.05	70.32	na	57.2	c1:12/0/0;c4:20/3/0;c8:21/7/0;c16:42/15/0	ok	levels=1|4|8|16,max_s=180,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	cfg=final-q5km-mtp-d2-np16 quant=Qwen3.6-27B-Fable-Fus-711-UnHeretic-NM-DAU-NEO-MAX-NEO-MTP-Q5_K_M np=16 temp=0 finalize full sweep (c32 omitted: exceeds np=16 slots, would measure queueing)	results/gb10-1988a9714b4e/DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF/data/20260809-184854-chat
20260815-174443-chat	b872c60	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	92de8fb3	runbooks/Inferact/Qwen3.8-27B-NVFP4/baseline.sh	402	600	42	10.34	37.49	68.92	116.63	177.34	73.5	c1:24/0/0;c4:83/3/0;c8:157/7/0;c16:266/15/0;c32:395/32/0	ok	levels=1|4|8|16|32,max_s=600,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	suite full-sweep; thermal=72C/38W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260815-174443-chat
20260816-030252-chat	00d627e	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	d9c30b8f	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n2_tuned.sh	478	300	42	17.25	na	na	150.46	na	69.9	c1:20/0/0;c16:170/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-025409 n1; thermal=73C/37W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-030252-chat
20260816-031322-chat	00d627e	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	d9c30b8f	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n2_tuned.sh	478	300	42	16.81	na	na	151.9	na	69.9	c1:19/0/0;c16:173/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-025409 n2; thermal=71C/39W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-031322-chat
20260816-032342-chat	00d627e	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	d9c30b8f	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n2_tuned.sh	478	300	42	16.86	na	na	150.98	na	69.9	c1:20/0/0;c16:170/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-025409 n3; thermal=70C/38W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-032342-chat
20260816-142542-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	2710893d	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n1_tuned.sh	457	300	42	15.55	na	na	151.63	na	69.6	c1:17/0/0;c16:170/16/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-141746 n1; thermal=75C/38W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-142542-chat
20260816-143609-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	2710893d	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n1_tuned.sh	457	300	42	15.97	na	na	151.5	na	69.6	c1:18/0/0;c16:171/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-141746 n2; thermal=71C/38W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-143609-chat
20260816-144633-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	2710893d	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n1_tuned.sh	457	300	42	15.81	na	na	154.93	na	69.7	c1:17/0/0;c16:175/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-141746 n3; thermal=70C/38W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-144633-chat
20260816-150602-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	dd2f3eef	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n3_tuned.sh	442	300	42	16.13	na	na	167.91	na	69.9	c1:19/0/0;c16:187/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-145754 n1; thermal=74C/41W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-150602-chat
20260816-151632-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	dd2f3eef	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n3_tuned.sh	442	300	42	18.68	na	na	161.55	na	69.9	c1:20/1/0;c16:183/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-145754 n2; thermal=73C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-151632-chat
20260816-152655-chat	1575b65	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	dd2f3eef	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n3_tuned.sh	442	300	42	17.58	na	na	167.66	na	69.9	c1:21/0/0;c16:191/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-145754 n3; thermal=72C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-152655-chat
20260816-165725-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	b6fce911	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n4_tuned.sh	467	300	42	18.3	na	na	162.6	na	70.3	c1:20/0/0;c16:184/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-164854 n1; thermal=74C/41W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-165725-chat
20260816-170744-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	b6fce911	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n4_tuned.sh	467	300	42	16.5	na	na	158.04	na	70.2	c1:19/0/0;c16:181/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-164854 n2; thermal=72C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-170744-chat
20260816-171807-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	b6fce911	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n4_tuned.sh	467	300	42	18.23	na	na	154.88	na	70.3	c1:21/0/0;c16:179/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-164854 n3; thermal=72C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-171807-chat
20260816-173728-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	4b843385	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n5_tuned.sh	437	300	42	15.72	na	na	155.02	na	69.9	c1:18/0/0;c16:174/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-172928 n1; thermal=76C/41W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-173728-chat
20260816-174750-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	4b843385	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n5_tuned.sh	437	300	42	15.58	na	na	150.7	na	69.9	c1:17/0/0;c16:172/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-172928 n2; thermal=73C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-174750-chat
20260816-175816-chat	134dba5	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	4b843385	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_mtp-n5_tuned.sh	437	300	42	16.95	na	na	149.88	na	69.9	c1:19/0/0;c16:173/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-172928 n3; thermal=72C/41W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-175816-chat
20260816-190354-chat	733f731	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	f85982bb	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_n3-batchtok16k_tuned.sh	628	300	42	16.94	na	na	166.82	na	70.2	c1:20/0/0;c16:189/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-185242 n1; thermal=72C/39W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-190354-chat
20260816-191427-chat	733f731	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	f85982bb	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_n3-batchtok16k_tuned.sh	628	300	42	17.5	na	na	170.46	na	70.2	c1:20/0/0;c16:194/16/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-185242 n2; thermal=70C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-191427-chat
20260816-192451-chat	733f731	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	f85982bb	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_n3-batchtok16k_tuned.sh	628	300	42	16.81	na	na	167.85	na	70.2	c1:19/0/0;c16:192/15/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-185242 n3; thermal=72C/40W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-192451-chat
20260816-194425-chat	733f731	gb10-1988a9714b4e	Inferact/Qwen3.8-27B-NVFP4	chat(512/256)	vllm@0.27.1(img:sha256:0a51ea5b4ae2)	5a8b4a8e	runbooks/Inferact/Qwen3.8-27B-NVFP4/20260816_n3-kda-flashkda_tuned.sh	442	300	42	17.51	na	na	167.73	na	70.9	c1:20/0/0;c16:187/16/0	ok	levels=1|16,max_s=300,seed=42,prompt=512,output=256,stall=na,ltimeout=na,gllm=0.6.0	measured	exp=20260816-193619 n1; thermal=75C/41W	results/gb10-1988a9714b4e/Inferact/Qwen3.8-27B-NVFP4/data/20260816-194425-chat
